AGE;ANCSTRY1;ANCSTRY2;HISPANIC;INDUSTRY;LANG1;LANG2;OCCUP;POB;RACE;RPINCOME;SEX
16;087;022;000;000;2;000;000;021;001;000000;0
37;999;999;000;162;2;000;453;021;001;022000;0
69;931;999;000;000;2;000;000;301;001;023600;0
35;032;999;000;641;2;000;303;048;001;030000;0
62;050;022;000;011;2;000;479;030;001;013781;0
33;022;051;000;832;2;000;436;021;001;008000;1
29;032;999;000;321;2;000;057;018;001;000000;1
43;022;050;000;850;2;000;154;029;001;012150;0
03;924;999;000;000;0;000;000;021;001;000000;0
23;939;999;000;831;2;000;037;021;001;010000;1
07;022;032;000;000;2;000;000;021;001;000000;1
27;032;920;000;722;2;000;455;028;001;017100;0
47;032;089;000;691;2;000;243;031;001;037068;1
48;032;050;000;831;2;000;308;039;001;016700;1
26;900;999;000;000;2;000;000;013;002;000000;1
10;999;999;000;000;2;000;000;012;002;000000;1
82;939;999;000;832;2;000;097;021;001;007878;1
12;032;999;000;000;1;607;000;047;001;000000;1
30;999;999;000;211;2;000;757;021;001;012135;0
07;920;050;000;000;2;000;000;021;001;000000;1
36;022;999;000;212;2;000;734;021;001;007000;0
00;939;999;000;000;0;000;000;021;001;000000;0
32;032;999;000;882;2;000;558;042;001;000000;1
01;032;999;000;000;0;000;000;021;001;000000;1
16;032;999;000;000;2;000;000;021;001;000000;0
47;032;050;000;863;2;000;466;021;001;005322;1
68;939;999;000;060;2;000;567;021;001;008436;0
62;022;999;000;931;2;000;303;021;001;013882;1
36;999;999;000;151;2;000;744;021;001;000000;1
14;999;999;000;000;2;000;000;021;001;000000;0
79;999;999;000;000;2;000;000;021;001;002782;1
47;999;999;000;160;2;000;889;021;001;024000;0
08;032;999;000;000;2;000;000;039;001;000000;1
16;032;022;000;000;2;000;000;039;001;000000;0
21;050;999;000;601;2;000;804;039;001;013000;0
26;999;999;000;890;2;000;023;021;001;036006;1
23;032;022;000;331;2;000;544;021;001;010551;0
51;032;022;000;850;2;000;154;027;001;046620;0
42;050;999;000;762;2;000;449;018;001;000000;1
32;996;999;000;880;2;000;177;021;001;006000;1
43;032;022;000;412;2;000;355;021;001;030618;0
44;032;021;000;842;2;000;157;021;001;027000;1
17;050;999;000;631;2;000;266;021;001;001000;0
67;032;999;000;242;2;000;259;021;001;014430;0
50;999;999;000;591;2;000;453;021;001;020000;1
04;032;999;199;000;0;000;000;039;001;000000;0
02;032;999;199;000;0;000;000;039;001;000000;0
44;939;999;000;862;2;000;014;021;001;015000;1
48;032;050;000;000;2;000;000;021;001;002200;1
28;032;022;000;550;2;000;889;021;001;013500;0
76;021;032;000;000;2;000;000;021;001;007164;1
39;022;050;000;831;2;000;447;021;001;003100;0
58;939;999;000;000;2;000;000;021;001;006500;0
17;032;999;000;641;2;000;276;021;001;000400;1
31;999;999;000;842;2;000;164;021;001;008000;1
06;022;032;000;000;2;000;000;021;001;000000;0
42;924;999;000;712;2;000;018;021;001;000000;1
60;032;999;000;712;2;000;254;021;001;018983;0
07;021;032;000;000;2;000;000;021;001;000000;0
66;900;999;000;000;2;000;000;021;002;001212;1
14;900;999;000;000;2;000;000;021;002;000000;1
69;999;999;000;000;2;000;000;028;002;006612;1
67;999;999;000;000;2;000;000;021;002;003160;0
36;999;999;000;810;2;000;486;021;001;003900;1
29;900;999;000;000;2;000;000;021;002;002359;1
17;026;999;000;641;2;000;435;021;001;002000;1
77;022;999;000;880;2;000;337;021;001;023803;1
59;939;999;000;641;2;000;017;021;001;006000;1
39;920;032;000;662;2;000;243;018;001;012000;1
76;022;999;000;000;2;000;000;021;001;007383;1
78;032;999;000;691;2;000;274;021;001;014000;1
60;022;999;000;340;2;000;365;021;001;039900;0
13;900;999;000;000;1;625;000;021;002;000000;1
52;999;999;000;842;2;000;808;021;001;016797;1
17;032;999;000;000;2;000;000;021;001;000000;1
25;939;999;000;321;2;000;055;021;001;002000;0
29;999;999;000;711;2;000;327;039;001;018044;1
43;999;999;000;130;2;000;777;021;001;040000;0
36;900;999;000;571;2;000;889;021;002;001400;0
65;032;999;000;000;2;000;000;021;001;010105;1
27;050;999;000;832;2;000;809;045;001;014000;0
32;022;087;000;060;2;000;166;026;001;031968;0
36;999;999;000;780;2;000;457;021;001;045000;0
44;999;999;000;000;2;000;000;051;001;000000;1
41;022;999;000;623;2;000;264;021;001;005000;1
21;032;999;000;700;2;000;376;021;001;005000;1
13;690;999;000;000;2;000;000;021;024;000000;1
68;022;026;000;000;2;000;000;021;001;059095;0
57;050;089;000;000;2;000;000;021;001;000000;1
30;032;999;000;772;2;000;458;021;001;015000;1
27;032;091;000;800;2;000;276;021;001;032400;1
23;032;050;000;711;2;000;375;021;001;008018;1
69;032;050;000;000;2;000;000;055;001;000000;1
07;940;999;000;000;2;000;000;021;001;000000;0
57;003;148;000;820;2;000;085;021;001;037200;0
09;021;089;000;000;2;000;000;012;001;000000;1
37;050;999;000;711;2;000;375;042;001;020000;1
50;026;999;000;701;2;000;022;021;001;018000;1
40;900;999;000;731;2;000;256;022;002;017500;1
30;999;999;000;172;2;000;257;026;001;016900;1
48;129;088;000;672;2;000;022;013;001;028300;1
20;032;999;000;700;2;000;383;021;001;005000;1
73;939;999;000;441;2;000;327;021;001;014978;1
21;939;999;000;601;2;000;276;021;001;000000;1
66;032;022;000;741;2;000;022;021;001;044412;1
34;032;050;000;841;2;000;178;021;001;037000;0
32;900;999;000;121;2;000;007;021;002;046000;0
03;022;050;000;000;0;000;000;021;001;000000;1
12;032;999;000;000;2;000;000;021;001;000000;0
24;999;999;000;620;2;000;885;022;002;006850;0
17;900;999;000;000;2;000;000;022;002;000000;1
04;900;999;000;000;0;000;000;022;002;000000;1
85;999;999;000;411;2;000;877;022;001;001732;1
11;050;920;000;000;2;000;000;022;001;000000;1
23;936;999;000;642;2;000;096;022;001;010535;0
47;022;087;000;580;2;000;268;022;001;036500;0
26;999;999;000;250;2;000;753;020;001;017000;0
57;022;999;000;042;2;000;022;048;001;054400;0
40;291;999;200;470;2;000;022;022;001;030000;0
20;050;021;000;842;2;000;453;012;001;000000;1
00;924;999;000;000;0;000;000;022;001;000000;0
67;032;999;000;000;2;000;000;039;001;009555;0
32;920;026;000;862;2;000;468;005;001;000000;1
56;920;999;000;410;2;000;804;029;001;006000;1
35;032;999;000;890;2;000;023;046;001;020000;0
55;050;999;000;601;2;000;243;022;001;-09999;0
28;032;026;000;621;2;000;885;001;001;010600;0
40;999;999;000;160;2;000;365;012;001;029000;0
19;999;999;000;000;2;000;000;022;002;000481;0
43;087;999;000;842;2;000;156;022;001;025250;0
21;900;999;000;890;2;000;379;022;002;000800;1
35;210;999;001;000;2;000;000;048;001;000000;1
06;050;999;000;000;2;000;000;022;001;000000;1
18;920;050;000;060;2;000;866;005;001;000300;0
76;939;999;000;000;2;000;000;022;001;003240;1
11;900;999;000;000;2;000;000;022;002;000000;0
05;900;999;000;000;2;000;000;022;002;000000;0
31;022;999;000;441;2;000;022;022;001;039940;0
23;050;032;000;241;2;000;727;022;001;012000;0
01;900;999;000;000;0;000;000;022;002;000000;0
11;939;999;000;000;2;000;000;022;001;000000;0
81;087;999;000;000;2;000;000;048;001;006286;0
13;920;084;000;000;2;000;000;048;001;000000;1
34;088;936;000;921;2;000;005;022;001;014000;1
29;900;999;000;601;1;620;243;022;002;002604;1
17;026;032;000;000;2;000;000;022;001;000600;1
66;999;999;000;761;2;000;407;022;001;004874;1
75;939;999;000;000;2;000;000;022;001;004626;1
34;087;999;000;711;2;000;025;022;001;048200;0
25;939;999;000;752;2;000;874;022;001;005550;0
58;291;999;000;000;2;000;000;022;001;000000;1
04;900;999;000;000;0;000;000;022;002;000000;1
12;900;999;000;000;2;000;000;022;002;000000;0
14;900;999;000;000;2;000;000;022;002;000000;0
57;900;999;000;000;2;000;000;022;002;001800;0
07;022;999;000;000;2;000;000;022;001;000000;1
15;999;999;000;000;2;000;000;022;001;000000;1
46;022;050;000;160;2;000;505;022;001;064200;0
53;032;999;000;612;2;000;243;022;001;026900;0
90;050;999;000;000;2;000;000;022;001;000000;1
49;939;999;000;700;2;000;383;022;001;013000;1
16;936;050;000;862;2;000;313;022;001;000000;1
21;050;999;000;000;2;000;000;022;001;000000;0
30;900;999;000;411;2;000;877;022;002;001846;1
65;999;999;000;000;2;000;000;022;002;000496;1
29;900;999;000;010;2;000;475;022;002;003410;0
75;050;999;000;000;2;000;000;028;001;008500;0
30;050;999;000;701;2;000;007;022;001;013000;1
70;022;999;000;000;2;000;000;022;001;000000;1
00;999;999;000;000;0;000;000;028;002;000000;0
00;022;032;000;000;0;000;000;022;001;000000;1
00;900;999;000;000;0;000;000;022;002;000000;1
31;939;999;000;060;1;607;575;022;001;023000;0
61;087;999;000;060;2;000;585;022;001;007080;0
65;924;999;199;700;2;000;383;022;001;015525;1
21;022;026;000;831;2;000;379;022;001;003780;1
29;939;999;000;910;2;000;423;022;001;017635;0
21;900;999;000;000;2;000;000;022;002;000000;0
27;920;050;000;831;2;000;095;022;001;031200;1
05;050;022;000;000;2;000;000;022;001;000000;1
33;087;021;000;890;1;620;337;048;001;004958;1
16;087;026;000;000;2;000;000;215;001;000000;1
45;924;999;000;831;2;000;095;022;001;038500;1
16;900;999;000;000;2;000;000;020;002;000000;1
54;022;999;000;711;2;000;315;025;001;012000;1
66;032;050;000;000;2;000;000;017;001;009700;1
17;900;999;000;000;2;000;000;022;002;000000;0
11;050;051;000;000;2;000;000;028;001;000000;0
70;996;999;000;000;2;000;000;028;001;004412;1
01;021;026;000;000;0;000;000;022;001;000000;0
23;050;999;000;601;2;000;276;022;001;005400;1
17;939;999;000;000;2;000;000;022;001;000000;1
51;999;999;000;832;2;000;447;001;001;004876;1
09;920;936;000;000;2;000;000;022;001;000000;0
14;939;999;000;000;2;000;000;022;001;000000;0
78;022;999;000;230;2;000;496;022;001;007976;0
87;050;999;000;331;2;000;785;022;001;004630;0
45;935;999;000;580;2;000;804;022;001;009600;0
58;291;999;000;700;1;620;007;022;001;018001;0
60;999;999;000;000;2;000;000;022;001;000000;1
45;900;999;000;641;2;000;436;022;002;004872;0
66;026;999;000;000;1;620;000;022;001;003901;0
09;026;999;000;000;2;000;000;022;001;000000;0
24;936;999;000;623;2;000;264;022;001;004050;1
38;032;050;000;840;2;000;015;001;001;033000;0
05;900;999;000;000;2;000;000;022;002;000000;0
35;032;999;000;282;2;000;628;022;001;025750;0
06;936;999;000;000;2;000;000;022;001;000000;1
33;936;999;000;042;1;620;509;022;001;038890;0
34;087;999;000;641;2;000;017;022;001;024963;1
10;900;999;000;000;2;000;000;022;002;000000;0
30;050;999;000;042;2;000;516;022;001;000000;0
09;026;999;000;000;2;000;000;022;001;000000;1
04;026;999;000;000;0;000;000;022;001;000000;0
43;936;999;000;641;2;000;017;022;001;013000;1
81;087;291;000;000;2;000;000;022;001;014455;1
22;900;999;000;712;2;000;276;017;002;000000;1
00;051;999;000;000;0;000;000;022;001;000000;0
51;022;999;000;702;2;000;025;005;001;049000;0
22;026;050;000;060;2;000;567;022;001;005000;0
44;032;999;000;192;2;000;048;020;001;067204;0
11;051;935;000;000;2;000;000;022;001;000000;0
31;936;999;000;550;2;000;243;022;001;023000;0
43;032;999;000;702;2;000;276;022;001;013000;1
40;939;999;000;992;2;000;909;022;001;000000;1
44;936;999;000;810;2;000;276;022;001;024500;1
29;142;999;000;641;2;000;433;048;001;000000;1
66;900;999;000;000;2;000;000;022;002;002376;1
36;939;999;000;832;2;000;748;022;002;012124;1
66;050;999;000;000;1;624;000;022;001;007379;0
05;936;999;000;000;2;000;000;022;001;000000;0
00;900;999;000;000;0;000;000;022;002;000000;1
03;900;999;000;000;0;000;000;022;002;000000;0
70;032;999;000;842;2;000;313;022;001;009304;1
00;999;999;000;000;0;000;000;022;001;000000;1
11;936;999;000;000;2;000;000;022;001;000000;1
16;936;999;000;000;1;620;000;022;001;000000;1
35;939;999;000;042;1;620;614;022;001;018910;0
36;050;999;000;751;2;000;022;048;001;014454;1
19;936;999;000;810;2;000;274;022;001;000000;0
27;936;999;000;601;2;000;686;022;001;033150;0
38;936;999;000;591;1;620;208;022;001;008000;1
30;936;999;000;571;1;624;628;022;001;022469;0
24;936;999;000;641;1;620;435;022;001;000000;1
17;026;999;000;641;2;000;436;022;001;002800;0
65;936;999;000;000;1;624;000;022;001;008388;0
41;936;999;000;893;2;000;183;022;001;003487;1
61;026;999;000;000;1;620;000;022;001;000000;1
17;999;999;000;000;2;000;000;022;001;000000;0
25;900;999;000;000;2;000;000;006;002;006000;0
24;900;999;000;641;2;000;276;022;002;000541;1
43;936;999;000;691;1;620;243;022;001;011000;1
14;026;022;000;000;2;000;000;022;001;000000;0
80;936;999;000;010;1;620;473;022;001;001550;1
77;900;999;199;000;1;623;000;022;002;004416;1
05;050;999;000;000;2;000;000;022;001;000000;0
53;026;291;000;741;2;000;022;022;001;031185;0
38;022;999;000;591;2;000;243;001;001;000852;1
15;936;022;000;000;2;000;000;022;001;001692;1
22;900;999;000;842;2;000;748;022;002;012143;1
70;939;999;000;000;1;620;000;022;001;013022;1
17;936;999;000;761;2;000;406;022;001;000000;1
15;936;999;000;000;2;000;000;022;001;000000;1
77;050;999;000;000;2;000;000;022;001;005000;1
72;026;999;000;000;1;620;000;022;001;012048;0
32;936;999;000;360;1;620;646;022;001;016298;0
03;900;999;000;000;0;000;000;022;002;000000;0
34;920;999;000;441;2;000;348;022;001;020000;0
48;051;999;000;000;2;000;000;022;001;000000;1
09;999;999;000;000;2;000;000;012;001;000000;0
53;050;999;000;842;2;000;156;022;001;019000;1
32;022;291;000;820;2;000;204;022;001;024000;1
20;939;999;000;910;2;000;889;022;002;010000;0
21;026;999;000;822;2;000;446;022;001;005900;1
36;026;051;000;011;2;000;479;022;001;011062;0
09;900;999;000;000;2;000;000;022;002;000000;0
49;900;999;000;000;2;000;000;017;002;000000;0
35;900;999;000;711;2;000;375;022;002;027000;1
69;935;999;000;000;2;000;000;022;001;003000;1
05;900;999;000;000;1;620;000;022;002;000000;1
01;900;999;000;000;0;000;000;022;002;000000;1
03;936;999;000;000;0;000;000;022;001;000000;1
54;032;999;000;000;1;607;000;137;001;000000;1
35;936;999;000;541;2;000;259;022;001;048200;0
33;026;032;000;700;2;000;025;022;001;057000;0
53;050;999;000;832;2;000;447;028;001;018000;1
38;999;999;000;450;2;000;628;022;001;042000;0
17;900;999;000;231;2;000;889;022;002;000135;0
21;050;051;199;702;2;000;308;028;001;015000;1
34;936;999;000;331;2;000;637;022;001;035000;0
34;900;999;000;591;2;000;243;028;002;011000;1
00;195;999;000;000;0;000;000;022;001;000000;0
02;999;999;000;000;0;000;000;022;001;000000;0
26;939;999;000;000;2;000;000;022;001;000000;1
67;087;999;000;000;2;000;000;022;001;001884;1
29;142;999;000;831;2;000;099;012;001;035017;1
33;900;999;000;000;2;000;000;022;002;000174;1
50;900;999;000;530;2;000;804;022;002;020000;0
08;924;999;000;000;2;000;000;022;001;000000;0
06;032;088;000;000;2;000;000;022;001;000000;0
43;939;999;000;060;2;000;567;022;001;031841;0
09;900;999;000;000;2;000;000;022;002;000000;1
43;051;022;000;711;2;000;253;022;001;079200;0
05;089;022;000;000;2;000;000;022;001;000000;0
33;936;999;000;000;2;000;000;022;001;013000;0
60;939;999;000;000;2;000;000;022;001;000000;1
09;999;999;000;000;2;000;000;022;002;000000;1
81;050;999;000;831;2;000;319;022;001;015350;1
44;939;999;000;630;2;000;265;022;001;003750;1
24;026;999;000;831;1;625;447;022;001;005000;1
09;999;999;000;000;2;000;000;022;001;000000;1
34;936;999;000;441;1;620;527;022;001;016800;0
39;026;998;000;000;2;000;000;022;001;000000;1
70;936;999;000;000;1;620;000;022;001;015511;1
53;999;999;000;881;2;000;436;022;002;000000;1
43;026;999;199;760;2;000;507;022;001;030000;0
11;940;999;000;000;2;000;000;022;326;000000;1
12;900;999;000;000;2;000;000;022;002;000000;0
33;999;999;000;992;2;000;909;022;002;000000;1
42;900;999;000;612;2;000;505;022;002;000000;0
24;999;999;000;420;2;000;859;022;001;024000;0
59;022;999;000;702;2;000;628;037;001;035000;0
32;900;999;000;412;2;000;355;022;002;033000;1
23;785;999;000;571;1;728;889;242;012;013200;0
23;032;999;000;652;2;000;373;006;001;006520;0
77;051;999;000;000;1;619;000;022;001;005268;0
19;900;999;000;000;2;000;000;022;002;000000;0
41;032;999;000;552;2;000;259;035;001;046000;0
40;998;999;000;791;2;000;189;024;001;025000;0
19;051;999;000;000;2;000;000;022;001;000000;1
62;999;999;000;601;2;000;276;022;002;005524;1
60;261;999;002;601;1;625;453;072;001;013134;0
26;900;999;000;932;2;000;365;022;001;020000;1
58;900;999;000;880;2;000;469;028;002;000696;1
06;900;999;000;000;2;000;000;022;002;000000;0
27;900;999;000;740;2;000;426;022;002;008440;1
08;900;999;000;000;2;000;000;022;002;000000;1
25;900;999;000;740;2;000;426;022;002;000000;0
22;900;999;000;762;2;000;438;022;002;005000;0
67;900;999;000;000;2;000;000;028;002;004956;1
52;900;999;000;761;2;000;407;022;002;007200;1
61;051;999;000;741;1;619;313;022;001;006480;1
60;026;032;000;831;2;000;313;022;001;019000;1
01;223;999;223;000;0;000;000;022;001;000000;1
90;051;999;000;000;2;000;000;022;001;000000;1
73;026;050;000;000;2;000;000;022;001;012621;1
46;032;999;000;633;2;000;243;022;001;090001;0
14;050;026;000;000;2;000;000;022;001;000000;1
53;032;999;000;880;2;000;313;048;001;000000;1
01;026;032;000;000;0;000;000;022;001;000000;0
72;924;999;000;000;2;000;000;022;001;035610;1
36;050;999;000;841;2;000;178;022;001;194587;0
26;999;999;000;000;2;000;000;022;001;000000;1
01;999;999;000;000;0;000;000;022;002;000000;0
06;302;999;000;000;2;000;000;022;001;000000;0
18;050;051;000;651;2;000;274;022;001;001500;0
12;051;936;000;000;1;619;000;022;001;000000;1
22;920;026;000;812;2;000;313;013;001;009000;1
17;900;999;000;601;2;000;877;022;002;000300;0
16;032;142;000;651;2;000;276;048;001;001300;1
46;050;068;000;152;2;000;889;022;001;020000;1
14;032;050;000;000;2;000;000;008;001;000000;0
34;999;999;000;772;2;000;458;022;001;013000;1
36;051;999;000;820;2;000;319;048;001;011000;1
15;900;999;000;000;2;000;000;022;002;000000;1
84;999;999;000;000;2;000;000;022;002;005640;1
59;999;999;000;562;2;000;278;022;001;000000;1
63;022;999;000;781;2;000;469;028;001;002808;1
64;920;999;199;000;1;620;000;022;001;000000;1
00;999;999;000;000;0;000;000;022;001;000000;0
23;936;999;000;702;2;000;376;022;001;008000;1
49;032;050;000;042;2;000;023;022;001;032390;0
09;032;051;000;000;2;000;000;022;001;000000;1
37;026;051;000;861;2;000;276;022;001;011509;1
42;999;999;000;000;2;000;000;022;001;000000;1
67;900;999;000;000;2;000;000;022;002;014960;0
08;291;999;000;000;2;000;000;022;001;000000;0
25;936;999;000;060;2;000;563;022;001;000800;0
49;109;999;000;601;2;000;276;028;001;003792;1
12;291;999;000;000;2;000;000;028;001;000000;1
03;999;999;000;000;0;000;000;022;001;000000;0
44;936;999;000;642;2;000;096;022;001;042500;0
32;051;999;000;420;2;000;364;022;001;021000;1
04;900;999;000;000;0;000;000;022;002;000000;1
11;271;050;003;000;2;000;000;048;001;000000;1
25;032;026;000;742;1;620;243;022;001;019500;1
55;051;999;000;000;2;000;000;022;001;000000;1
22;125;999;000;020;2;000;486;022;001;000200;0
20;032;050;000;000;2;000;000;017;001;000000;1
44;223;999;000;000;1;625;000;314;001;000000;1
03;032;022;000;000;0;000;000;022;001;000000;0
41;900;999;000;060;2;000;563;022;037;018500;0
33;050;026;000;060;2;000;567;022;001;018000;0
15;900;999;000;000;2;000;000;022;002;000000;1
58;935;999;000;160;1;620;777;023;001;040001;0
30;290;999;234;000;2;000;000;389;037;000000;1
16;999;999;000;000;2;000;000;023;001;000000;1
51;128;999;000;712;1;654;254;183;001;010000;1
37;088;999;000;231;2;000;799;023;001;009168;1
27;022;999;000;591;2;000;276;025;001;004000;1
63;032;999;000;000;2;000;000;023;001;001200;0
42;022;999;000;831;2;000;207;023;001;028100;1
28;051;999;000;230;2;000;496;301;001;023000;0
00;148;999;000;000;0;000;000;023;001;000000;0
29;939;999;000;441;2;000;527;023;001;035180;0
60;148;032;000;850;2;000;076;036;001;048086;0
24;939;999;000;840;2;000;487;025;001;006568;1
30;999;999;000;621;2;000;885;023;001;001848;0
60;996;999;000;060;2;000;853;023;001;020000;0
32;026;999;000;000;2;000;000;025;001;004044;1
65;935;999;000;812;1;620;084;023;001;051000;0
64;940;999;000;660;2;000;022;023;001;006540;1
71;153;999;000;000;2;000;000;023;001;006400;1
70;088;022;000;000;2;000;000;025;001;023150;1
22;050;999;000;942;2;000;539;045;001;010000;1
13;050;051;000;000;2;000;000;025;001;000000;1
23;996;999;000;322;2;000;365;034;001;004974;0
36;022;051;000;712;2;000;856;051;001;006200;0
21;935;999;000;711;1;620;343;023;001;018500;1
83;998;999;199;731;2;000;447;023;001;006000;1
44;020;999;000;910;2;000;417;025;001;021800;0
43;999;999;000;060;2;000;585;023;001;025000;0
42;011;999;000;890;2;000;023;023;001;012874;1
38;050;999;000;530;2;000;516;023;001;022327;0
01;032;142;000;000;0;000;000;023;001;000000;1
62;935;999;000;832;1;620;447;023;001;013000;1
77;087;999;000;000;2;000;000;025;001;031684;1
13;050;999;000;000;2;000;000;023;001;000000;0
22;996;999;000;761;2;000;406;009;001;000450;1
69;022;999;000;882;2;000;022;023;001;103513;0
59;022;999;000;831;2;000;095;025;001;000000;1
24;939;999;000;642;2;000;446;023;001;013000;1
05;026;999;000;000;2;000;000;023;001;000000;0
05;032;050;000;000;2;000;000;009;001;000000;1
15;022;050;000;000;2;000;000;023;001;000400;1
64;022;050;000;000;2;000;000;023;001;001500;1
27;022;026;000;742;2;000;505;023;001;010500;0
35;999;999;000;641;2;000;435;023;001;001040;1
57;022;999;000;000;2;000;000;023;001;000000;1
17;050;935;000;810;2;000;427;051;001;001073;1
33;026;999;000;612;2;000;022;009;001;019000;0
12;026;022;000;000;2;000;000;023;001;000000;0
25;050;999;000;810;2;000;459;023;001;011000;1
14;022;999;000;000;2;000;000;023;001;000000;1
11;022;999;000;000;2;000;000;023;001;000000;0
12;024;082;000;000;2;000;000;023;001;000000;0
14;022;999;000;000;2;000;000;023;001;000000;1
41;050;999;199;832;2;000;203;033;001;018600;1
11;050;999;000;000;2;000;000;036;001;000000;0
20;022;999;000;832;2;000;447;023;001;004729;1
39;924;999;000;910;2;000;417;023;001;030231;0
34;022;999;000;882;2;000;053;023;001;034400;0
44;999;999;000;221;2;000;243;023;001;036143;0
18;939;999;000;810;2;000;459;023;001;000000;0
73;032;089;000;000;2;000;000;034;001;007050;1
19;999;999;000;641;2;000;435;025;001;002000;1
85;022;050;000;000;2;000;000;051;001;012700;1
42;050;032;000;850;2;000;014;027;001;035400;1
06;050;051;000;000;2;000;000;023;001;000000;0
49;022;088;000;631;2;000;266;023;001;013000;1
50;022;920;000;000;2;000;000;023;001;000000;1
21;999;999;000;831;2;000;097;023;001;011350;1
53;088;999;000;591;2;000;277;025;001;009000;1
40;032;999;000;360;2;000;009;023;001;041700;0
66;939;999;000;360;2;000;785;025;001;013100;0
33;999;999;000;360;2;000;453;023;001;022097;0
51;022;032;000;711;2;000;243;025;001;040926;0
69;920;931;000;231;2;000;779;023;326;006000;0
63;935;999;000;362;1;620;628;023;001;010088;0
19;935;999;000;850;1;620;313;023;001;003187;1
43;931;999;000;852;2;000;164;301;001;005000;1
25;022;999;000;831;2;000;098;023;001;021600;1
12;032;022;000;000;2;000;000;023;001;000000;1
61;032;999;000;893;2;000;183;009;001;014000;1
80;011;088;000;000;2;000;000;024;001;034271;0
07;032;999;000;000;2;000;000;024;001;000000;0
46;032;999;000;000;2;000;000;110;001;000000;1
27;045;999;000;060;1;637;575;208;001;030000;0
45;153;999;000;893;2;000;167;011;001;042000;0
01;097;999;000;000;0;000;000;024;001;000000;0
11;032;142;000;000;2;000;000;024;001;000000;0
41;900;999;000;922;2;000;005;024;002;036000;1
08;900;999;000;000;2;000;000;024;002;000000;0
47;032;050;000;901;2;000;164;042;001;054156;0
44;087;171;000;901;2;000;027;036;001;052000;0
14;999;999;000;000;2;000;000;048;001;000000;1
02;050;999;000;000;0;000;000;024;001;000000;0
22;022;111;000;682;2;000;243;011;001;016800;1
22;900;999;000;641;2;000;436;053;002;006000;0
20;050;999;000;942;2;000;905;041;001;006515;0
22;032;050;000;932;2;000;058;042;001;015013;0
66;097;022;000;891;2;000;009;042;001;017014;1
44;032;022;000;901;2;000;235;042;001;049855;0
42;032;999;000;932;2;000;008;042;001;040400;0
71;022;999;000;691;2;000;274;023;001;003999;1
60;022;999;000;000;2;000;000;024;001;011771;0
13;032;022;000;000;2;000;000;010;001;000000;0
60;022;050;000;921;2;000;022;028;001;030000;0
85;032;999;000;000;2;000;000;024;001;005400;1
42;022;021;000;891;2;000;022;013;001;050200;0
38;022;999;000;581;2;000;243;024;001;003900;1
46;051;999;000;401;2;000;808;024;001;000000;1
73;032;999;000;000;2;000;000;024;001;020500;0
25;032;999;000;891;2;000;208;024;001;008000;0
84;032;999;000;000;2;000;000;042;001;008100;1
36;939;999;000;432;2;000;276;024;001;008900;1
29;900;999;000;820;1;796;445;036;002;012000;1
44;900;999;000;922;2;000;235;024;002;032500;1
66;089;022;199;000;2;000;000;024;001;004639;1
29;142;051;000;812;2;000;313;024;001;022243;1
69;022;032;000;000;2;000;000;024;001;034000;0
46;087;999;199;931;2;000;308;024;001;026018;0
39;022;999;000;060;2;000;313;024;001;015789;1
26;153;999;000;910;2;000;418;024;001;031000;0
32;900;999;000;842;2;000;453;024;002;019000;0
69;998;999;000;000;2;000;000;010;001;002700;1
12;999;999;000;000;2;000;000;034;002;000000;1
29;114;999;000;362;1;642;044;105;001;031533;0
39;900;999;000;910;2;000;414;024;002;055150;0
25;900;999;000;772;2;000;458;024;002;011500;1
80;999;999;000;000;2;000;000;024;001;022897;1
35;148;171;000;741;2;000;185;024;001;016117;1
41;148;999;000;812;2;000;204;036;001;006740;1
77;003;999;000;841;2;000;178;036;001;080250;0
48;032;050;000;871;1;625;174;024;001;031283;1
39;615;999;000;162;1;663;754;245;010;015000;1
24;050;999;000;812;2;000;206;042;001;036428;1
13;022;088;000;000;2;000;000;024;001;000000;1
44;050;051;000;530;2;000;259;025;001;075500;0
22;032;999;000;242;2;000;657;024;001;000000;0
29;008;999;000;712;2;000;254;026;001;004200;1
72;032;022;000;000;2;000;000;054;001;035574;0
72;032;050;000;000;2;000;000;024;001;018839;1
27;900;999;000;831;2;000;385;024;002;010000;1
69;032;022;000;882;2;000;217;024;001;024900;0
38;111;999;000;863;2;000;466;024;001;005000;1
30;051;999;000;342;2;000;313;024;001;025000;1
46;050;999;000;892;2;000;022;024;001;048894;1
24;051;999;000;601;2;000;889;024;001;007256;0
38;999;999;000;840;2;000;426;054;001;034000;0
23;920;050;000;250;2;000;514;024;001;004000;1
70;022;032;000;000;2;000;000;039;001;008000;0
39;051;089;000;000;2;000;000;024;001;020292;0
09;142;999;000;000;2;000;000;024;001;000000;1
57;022;032;000;000;2;000;000;024;001;002760;1
35;022;050;000;591;2;000;379;037;001;006561;1
24;142;022;000;212;2;000;785;042;001;007000;1
55;999;999;000;401;2;000;507;051;001;020641;0
54;032;999;000;320;2;000;785;026;001;011331;1
17;051;032;000;060;2;000;022;034;001;002500;0
69;999;999;000;862;2;000;155;042;001;022408;1
30;939;999;000;471;2;000;694;024;001;017500;0
16;999;999;000;641;2;000;438;054;001;000700;1
79;999;999;000;841;2;000;178;024;001;082879;0
45;142;171;000;831;1;625;015;051;001;041000;1
31;022;999;000;342;2;000;683;024;001;014000;1
09;022;125;000;000;2;000;000;024;001;000000;0
